"language","value","translation"
"he","תשבור","break"
"he","תשוב","description"
"he","תשובה","answer"
"he","תשובות","answers"
"he","תשוקה","passion"
"he","תשחק","play"
"he","תשחקו","play"
"he","תשחקי","play"
"he","תשחרר","release"
"he","תשיג","get"
"he","תשיר","drink"
"he","תשכב","lie down"
"he","תשכח","forget"
"he","תשלוט","control"
"he","תשלום","payment"
"he","תשלח","send"
"he","תשלם","will pay"
"he","תשמיד","distant"
"he","תשמע","listen"
"he","תשמר","share"
"he","תשנה","you'll change"
"he","תשע","nine"
"he","תשפוט","judgment"
"he","תשקול","consider"
"he","תשקר","visit"
"he","תשרוד","survive"
"he","תשרוף","burn"
"he","תשת","leave"
"he","תשתוק","shut up"
"he","תשתמש","use"
"he","תשתנה","will change"
"he","תשתף","share on"
"he","תשתקו","shrew"
"he","תשתקי","shut up"
"he","תתא","you will match"
"he","תתחיל","start"
"he","תתחתן","get married"
"he","תתכונן","get ready"
"he","תתן","will give"
"he","תתנהג","would behave"
"he","תתעורר","wake up"
"he","תתעצב","you will steer"
"he","תתערב","break in"
"he","תתפס","caught"
"he","תתקן","correct"
"he","תתקרב","get closer"
"he","תתקשר","call"
"he","תתרגל","get used to"
"he","תתרחקי","stay away"
"he","תתרכז","concentrate"
"hi","अककषण","unprofessional"
"hi","अकदम","luck"
"hi","अकदमक","stomach"
"hi","अकदमय","false"
"hi","अकरण","affection"
"hi","अकरबनक","akbanak"
"hi","अकशल","inaccurate"
"hi","अकषमत","imperfect"
"hi","अकसमत","aksatat"
"hi","अकसर","frequently"
"hi","अखडत","akadat"
"hi","अगक","agict"
"hi","अगचर","pregnant"
"hi","अगणत","octay"
"hi","अगत","aggression"
"hi","अगनपरण","aggregate"
"hi","अगनवश","agreed"
"hi","अगनशयशथ","unemployed"
"hi","अगनहतर","unnotated"
"hi","अगभत","blow"
"hi","अगरकषक","if the person"
"hi","अगरण","password"
"hi","अगरतल","agon"
"hi","अगरदत","condat"
"hi","अगरबतत","aggregate"
"hi","अगरसर","agasar"
"hi","अगल","next"
"hi","अगसत","august"
"hi","अघलनशल","unemployed"
"hi","अघष","anchal"
"hi","अघषत","impatient"
"hi","अचक","ack"
"hi","अचत","united"
"hi","अचनक","archak"
"hi","अचभत","unhappy"
"hi","अचयत","set"
"hi","अचर","alex"
"hi","अचल","immaterial"
"hi","अजत","ajat"
"hi","अजयगढ","ajayaghad"
"hi","अजवक","agant"
"hi","अटक","stuck"
"hi","अटकल","sankal"
"hi","अटठकथ","stomach"
"hi","अटठरहव","seat"
"hi","अटर","outer"
"hi","अटरकटक","astakak"
"hi","अटलटक","disguise"
"hi","अठरहव","eighthow"
"hi","अडकष","aadksh"
"hi","अडग","oody"
"hi","अडण","abstain"
"hi","अडर","cave"
"hi","अडरट","forever"
"hi","अडशय","breeze"
"hi","अणड","anad"
"hi","अणभर","unmarried"
"hi","अतएव","so"
"hi","अतकरण","overgrow"
"hi","अतकरमण","american"
"hi","अतकल","hospital"
"hi","अतकषतर","amatar"
"hi","अतगलगरथत","attractive"
"hi","अतचलक","hyper"
"hi","अतत","ultimate"
"hi","अततगतव","incomplete"
"hi","अततर","compatible"
"hi","अतथ","atom"
"hi","अतपत","omitted"
"hi","अतपरवलय","incomparable"
"hi","अतपशन","imposition"
"hi","अतयचर","immature"
"hi","अतयत","ultimate"
"hi","अतयधक","encephal"
"hi","अतयधनक","hence"
"hi","अतयनत","ultimate"
"hi","अतयलप","enceal"
"hi","अतयवशयक","encephal"
"hi","अतर","perfume"
"hi","अतरक","unlike"
"hi","अतरकत","unlucky"
"hi","अतरकष","era"
"hi","अतरगत","alarm"
"hi","अतरगरहण","exterior"
"hi","अतरजत","illegal"
"hi","अतरण","narration"
"hi","अतरनहत","unnatural"
"hi","अतरफलक","unnoticed"
"hi","अतरभकत","alarm"
"hi","अतरभव","pregnancy"
"hi","अतरल","urbal"
"hi","अतरवशन","apostle"
"hi","अतल","uncut"
"hi","अतलय","illegal"
"hi","अतलयकलक","inaccurate"
"hi","अतव","hence"
"hi","अतशय","soul"
"hi","अतशयकत","disagree"
"hi","अतशयकतपरण","correctionalization"
"hi","अतसथ","hence"
"hi","अतसर","neat"
"hi","अतसरव","dismissal"
"hi","अतसवदनशल","non-compliance"
"hi","अथक","tireless"
"hi","अथव","praise"
"hi","अदत","pretext"
"hi","अदन","aden"
"hi","अदनन","adanan"
"hi","अदभत","gorgeous"
"hi","अदमय","amy"
"hi","अदयग","adayag"
"hi","अदरक","garlic"
"hi","अदल","adequate"
"hi","अदलत","exal"
"hi","अदवत","adequate"
"hi","अदवतय","adequate"
"hi","अदश","apesh"
"hi","अदशय","blade"
"hi","अधक","overwhelming"
"hi","अधकत","uncertain"
"hi","अधकधक","over"
"hi","अधकरक","over"
"hi","अधकरण","epizing"
"hi","अधकरय","over"
"hi","अधकश","vivor"
"hi","अधकशत","prayer"
"hi","अधकषक","hunger"
"hi","अधगरहण","sarcasm"
"hi","अधगरहत","over"
"hi","अधगहत","pregnancy"
"hi","अधड","over"
"hi","अधत","instant"
"hi","अधदश","overdue"
"hi","अधधध","over"
"hi","अधन","over"
"hi","अधनत","infusion"
"hi","अधनयक","false"
"hi","अधनयकवद","overdue"
"hi","अधनयम","actuality"
"hi","अधनयमत","regular"
"hi","अधनसथ","over"
"hi","अधपत","pregnancy"
"hi","अधपतय","pretext"
"hi","अधपन","impurity"
"hi","अधभर","pretty"
"hi","अधम","inappropriate"
"hi","अधमशरण","superintendent"
"hi","अधयकष","preferential"
"hi","अधयकषत","superlative"
"hi","अधयकषय","preferential"
"hi","अधयत","default"
"hi","अधयतमक","fitness"
"hi","अधयतमवद","subordinate"
"hi","अधयदश","subordinate"
"hi","अधयन","over"
"hi","अधयपक","negative"
"hi","अधयपन","subordination"
"hi","अधयय","decision"
"hi","अधययन","negative"
"hi","अधयवसय","substantial"
"hi","अधर","gift"
"hi","अधरट","undertaking"
"hi","अधरम","incomplete"
"hi","अधवकक","subordinate"
"hi","अधवकत","explanation"
"hi","अधवरष","overwhelming"
"hi","अधवशन","overthrow"
"hi","अधवशवस","universal"
"hi","अधवस","nurse"
"hi","अधशष","learning"
"hi","अधशषण","termination"
"hi","अधषठत","nonsection"
"hi","अधषठन","disagreement"
"hi","अधषठपन","infidelity"
"hi","अधसचत","pregnant"
"hi","अधसचन","impatience"
"hi","अनक","nak"
"hi","अनकत","unacceptable"
"hi","अनकनक","uncomfortable"
"hi","अनकरण","unmentation"
"hi","अनकरमक","unchecker"
"hi","अनकरमण","unchanged"
"hi","अनकरमत","unrecognized"
"hi","अनकल","unique"
"hi","अनकलत","unlead"
"hi","अनकलन","unnecessan"
"hi","अनगढ","unweld"
"hi","अनगत","unregistered"
"hi","अनचछक","unwanted"
"hi","अनचत","unchanged"
"hi","अनचर","nice"
"hi","अनजञपत","unjust"
"hi","अनजन","unzay"
"hi","अनतकत","exactly"
"hi","अनतकरण","disagreement"
"hi","अनतत","amateur"
"hi","अनतरकष","unnecessary"
"hi","अनतरगत","unless"
"hi","अनतरगतत","introduction"
"hi","अनतरण","disagreement"
"hi","अनतरनहत","unemployed"
"hi","अनतलय","unnecessary"
"hi","अनथ","unrest"
"hi","अनथलय","undertake"
"hi","अनदत","ultimate"
"hi","अनध","unlucky"
"hi","अनधकत","unhappy"
"hi","अनधकरक","unhappy"
"hi","अनधर","illegal"
"hi","अनन","anan"
"hi","अननन","ananan"
"hi","अननपरण","unmanning"
"hi","अननसक","unnotic"
"hi","अनपकषत","unexpected"
"hi","अनपचरक","unpecided"
"hi","अनपढ","unless"
"hi","अनपत","anat"
"hi","अनपरक","unhealthy"
"hi","अनपरण","impation"
"hi","अनपरणत","impregnation"
"hi","अनपरषत","unemployment"
"hi","अनपरसथ","undersath"
"hi","अनपलन","unplanation"
"hi","अनपसथत","unpoped"
"hi","अनबधत","unhappy"
"hi","अनभजञ","unemployment"
"hi","अनभत","unnecessary"
"hi","अनभव","unbroken"
"hi","अनमक","incomplete"
"hi","अनमत","unanimously"
"hi","अनमदत","unmatched"
"hi","अनमय","unemployed"
"hi","अनयत","anayat"
"hi","अनयथ","uninhath"
"hi","अनयमत","unemployment"
"hi","अनयमतत","unmanly"
"hi","अनययपरण","unimportant"
"hi","अनरकत","unchanged"
"hi","अनरकल","unclean"
"hi","अनरकषण","unnecessary"
"hi","अनरकषत","unchanged"
"hi","अनरणत","unequal"
"hi","अनरथ","uncouth"
"hi","अनरपत","unprotected"
"hi","अनल","unlocked"
"hi","अनवक","ankha"
"hi","अनवत","unlawful"
"hi","अनवदक","unemployed"
"hi","अनवदत","unclaimed"
"hi","अनवय","anytime"
"hi","अनवर","anwar"
"hi","अनवरण","unveil"
"hi","अनवरयत","answer"
"hi","अनवशक","uncomfortable"
"hi","अनवशयक","unique"
"hi","अनवषक","inferior"
"hi","अनवषण","unemployment"
"hi","अनशचत","unchanged"
"hi","अनशचतत","unchanged"
"hi","अनशन","hunger"
"hi","अनशलन","illusion"
"hi","अनशसत","infrastructure"
"hi","अनशसनतमक","unhealthy"
"hi","अनषक","prime"
"hi","अनषठन","disagreement"
"hi","अनसकत","incorrupt"
"hi","अनसचत","unheard"
"hi","अनसधन","unassound"
"hi","अनसनधन","unnecessor"
"hi","अनसर","anac"
"hi","अनसरण","unreserved"
"hi","अनहत","neck"
"hi","अपक","indirect"
"hi","अपकष","extraction"
"hi","अपकषकत","abnormal"
"hi","अपकषत","abnormal"
"hi","अपगत","upright"
"hi","अपघटत","disintegration"
"hi","अपचयन","upon"
"hi","अपण","fragile"
"hi","अपत","illegal"
"hi","अपदरवय","dish"
"hi","अपदसथ","disagree"
"hi","अपन","ns"
"hi","अपनन","didan"
"hi","अपमनजनक","unemployed"
"hi","अपर","upper"
"hi","अपरकट","aplace"
"hi","अपरकशत","unemployed"
"hi","अपरचत","overwhelming"
"hi","अपरचलत","install"
"hi","अपरजत","insole"
"hi","अपरण","disbel"
"hi","अपरणत","unbroken"
"hi","अपरतयकष","unemployment"
"hi","अपरतयशत","unemployed"
"hi","अपरदन","absordronation"
"hi","अपरदरश","unbelievable"
"hi","अपरध","unnoticed"
"hi","अपरधक","outward"
"hi","अपरधय","impetuous"
"hi","अपरपकव","unnatural"
"hi","अपरपरगत","unmerciful"
"hi","अपरभव","substantial"
"hi","अपरभवत","immediate"
"hi","अपरमत","unlimited"
"hi","अपरमय","unarmed"
"hi","अपरय","upper"
"hi","अपरयकत","unobtrusive"
"hi","अपरयपत","virtuous"
"hi","अपरल","shatter"
"hi","अपरव","unemployment"
"hi","अपरवरतत","unwanted"
"hi","अपरवरतनय","unemployment"
"hi","अपरवस","aperwas"
"hi","अपरषकत","irrevocable"
"hi","अपरषय","irony"
"hi","अपरसगक","unnoticed"
"hi","अपरसनन","eysson"
"hi","अपरहन","impetuous"
"hi","अपरहरय","irregular"
"hi","अपल","dip"
"hi","अपलय","illegal"
"hi","अपवयय","fast"
"hi","अपवरतनक","disobedient"
"hi","अपशकन","disinfection"
"hi","अपसफत","apsafat"
"hi","अपसर","appar"
"hi","अपसरण","disinfection"
"hi","अपहत","disagreement"
"hi","अपहरण","kidnapping"
"hi","अफरक","africa"
"hi","अफसर","officer"
"hi","अबक","now"
"hi","अबड","abode"
"hi","अबदल","abdal"
"hi","अभकरक","mock"
"hi","अभकरण","indecency"
"hi","अभकरमक","ability"
"hi","अभकरय","abnormal"
"hi","अभकलतर","abluck"
"hi","अभकलन","faction"
"hi","अभकलप","abnormal"
"hi","अभकलपत","abandonment"
"hi","अभकलपन","abortion"
"hi","अभगमन","abort"
"hi","अभगरहक","vigorous"
"hi","अभगरहण","awareness"
"hi","अभजञन","abhujan"
"hi","अभजत","abnormal"
"hi","अभजतय","abuse"
"hi","अभजन","abrasive"
"hi","अभतपरव","tribal"
"hi","अभद","indecent"
"hi","अभध","hunger"
"hi","अभधन","dancing"
"hi","अभनत","objection"
"hi","अभनतर","exercise"
"hi","अभनतरय","exactory"
"hi","अभनदन","doctor"
"hi","अभनन","abnormal"
"hi","अभननदन","unnounted"
"hi","अभनय","abortion"
"hi","अभनव","abnuva"
"hi","अभनवगपत","abnuvalapat"
"hi","अभपरय","abortion"
"hi","अभपररण","abortion"
"hi","अभभत","murder"
"hi","अभभवक","pursuant"
"hi","अभभषण","doubt"
"hi","अभमख","gentle"
"hi","अभमत","unemployment"
"hi","अभमनय","exaggeration"
"hi","अभयकत","abbit"
"hi","अभयग","abhayag"
"hi","अभयजक","abhayajak"
"hi","अभयजन","abhayajan"
"hi","अभयत","abale"
"hi","अभयतरक","scientist"
"hi","अभयतरण","abortion"
"hi","अभयन","scandal"
"hi","अभयनत","abnormal"
"hi","अभयनतरक","abortion"
"hi","अभयरण","accentuation"
"hi","अभयरणय","abscriber"
"hi","अभयरथ","abortion"
"hi","अभयरथय","abreast"
"hi","अभयवदन","abhaydan"
"hi","अभयस","abhyaus"
"hi","अभयसत","tribal"
"hi","अभर","amer"
"hi","अभरक","mirror"
"hi","अभरच","abark"
"hi","अभरचय","dummy"
"hi","अभलकषणक","stronger"
"hi","अभलख","reward"
"hi","अभलखत","unmarked"
