uk_cue,uk_target,type,cue_type,target_type,uk_cosine,still_over_threshold
відвторювати,багаєштво,nonword,nonword,nonword,,FALSE
даитик,тягншки,nonword,nonword,nonword,,FALSE
ьор,помая,nonword,nonword,nonword,,FALSE
нецьавильний,журний,nonword,nonword,nonword,,FALSE
еклин,загодкатися,nonword,nonword,nonword,,FALSE
завостити,крквити,nonword,nonword,nonword,,FALSE
здобои,романтенний,nonword,nonword,nonword,,FALSE
викрадцаи,янкати,nonword,nonword,nonword,,FALSE
наодний,повітворення,nonword,nonword,nonword,,FALSE
чартувати,виерик,nonword,nonword,nonword,,FALSE
мистмство,питт,nonword,nonword,nonword,,FALSE
ціалий,пирою,nonword,nonword,nonword,,FALSE
столітив,сревидно,nonword,nonword,nonword,,FALSE
банкта,дісло,nonword,nonword,nonword,,FALSE
бами,пордка,nonword,nonword,nonword,,FALSE
хляж,щове,nonword,nonword,nonword,,FALSE
піежа,бороят,nonword,nonword,nonword,,FALSE
севк,утьсмувати,nonword,nonword,nonword,,FALSE
захонцюватися,сувотник,nonword,nonword,nonword,,FALSE
коропоа,насмчена,nonword,nonword,nonword,,FALSE
аррой,цибурх,nonword,nonword,nonword,,FALSE
губерницор,делб,nonword,nonword,nonword,,FALSE
королере,алфа,nonword,nonword,nonword,,FALSE
виграф,втаса,nonword,nonword,nonword,,FALSE
слуго,сковдал,nonword,nonword,nonword,,FALSE
носиально,естування,nonword,nonword,nonword,,FALSE
гущек,шкугу,nonword,nonword,nonword,,FALSE
ржх,адот,nonword,nonword,nonword,,FALSE
мовчийний,полецфою,nonword,nonword,nonword,,FALSE
фрнумент,грлі,nonword,nonword,nonword,,FALSE
коиберт,вантаженка,nonword,nonword,nonword,,FALSE
таорівниця,капляйя,nonword,nonword,nonword,,FALSE
слрчати,підкредитувати,nonword,nonword,nonword,,FALSE
ствоговати,чативний,nonword,nonword,nonword,,FALSE
мокрький,хивек,nonword,nonword,nonword,,FALSE
паенц,швонкий,nonword,nonword,nonword,,FALSE
люлена,вірналіст,nonword,nonword,nonword,,FALSE
шейдок,підвёл,nonword,nonword,nonword,,FALSE
статко,коровавство,nonword,nonword,nonword,,FALSE
надивні,щове,nonword,nonword,nonword,,FALSE
міарий,лайнування,nonword,nonword,nonword,,FALSE
штовійти,куанн,nonword,nonword,nonword,,FALSE
рекокандувати,шопл,nonword,nonword,nonword,,FALSE
кооясний,парфьни,nonword,nonword,nonword,,FALSE
туфлір,періря,nonword,nonword,nonword,,FALSE
язтивний,семотор,nonword,nonword,nonword,,FALSE
адтати,мількуд,nonword,nonword,nonword,,FALSE
сержитт,виїда,nonword,nonword,nonword,,FALSE
психроний,пожертневання,nonword,nonword,nonword,,FALSE
теісіння,перебачав,nonword,nonword,nonword,,FALSE
шочю,закритич,nonword,nonword,nonword,,FALSE
міормальний,міекс,nonword,nonword,nonword,,FALSE
інтуація,приєіший,nonword,nonword,nonword,,FALSE
лоар,потувати,nonword,nonword,nonword,,FALSE
потерсіал,стюблення,nonword,nonword,nonword,,FALSE
фоерезий,вбившиво,nonword,nonword,nonword,,FALSE
дйб,безпространял,nonword,nonword,nonword,,FALSE
стяла,ейл,nonword,nonword,nonword,,FALSE
мінечний,огидайй,nonword,nonword,nonword,,FALSE
рахер,корожк,nonword,nonword,nonword,,FALSE
особповий,досягати спіхом,nonword,nonword,nonword,,FALSE
гертальний,злочсиність,nonword,nonword,nonword,,FALSE
сврший,далене,nonword,nonword,nonword,,FALSE
дисзвичайно,жіновуй,nonword,nonword,nonword,,FALSE
зобьі,тові,nonword,nonword,nonword,,FALSE
корабезп,наспівати,nonword,nonword,nonword,,FALSE
нейб,дски,nonword,nonword,nonword,,FALSE
roкціон,дрve,nonword,nonword,nonword,,FALSE
круж,халий,nonword,nonword,nonword,,FALSE
віртр,прохоронних,nonword,nonword,nonword,,FALSE
звes,вироджяти,nonword,nonword,nonword,,FALSE
гапечий,ідміт,nonword,nonword,nonword,,FALSE
інходент,домовляв,nonword,nonword,nonword,,FALSE
бюзует,дослерник,nonword,nonword,nonword,,FALSE
спишниця,вітайлн,nonword,nonword,nonword,,FALSE
необисдний,ідакувати,nonword,nonword,nonword,,FALSE
трпией,маль,nonword,nonword,nonword,,FALSE
втрігніння,доїхобачення,nonword,nonword,nonword,,FALSE
короіе,мрди,nonword,nonword,nonword,,FALSE
догодар,ривовна,nonword,nonword,nonword,,FALSE
заповідйди,боробуся,nonword,nonword,nonword,,FALSE
технланий,довжньа,nonword,nonword,nonword,,FALSE
пожалярний,імпетия,nonword,nonword,nonword,,FALSE
джбіглі,cлам,nonword,nonword,nonword,,FALSE
телестана,пресайл,nonword,nonword,nonword,,FALSE
відносном,думо,nonword,nonword,nonword,,FALSE
встанаяти,легеица,nonword,nonword,nonword,,FALSE
впкав,бирний,nonword,nonword,nonword,,FALSE
літи,чёт,nonword,nonword,nonword,,FALSE
наспівати,висяати,nonword,nonword,nonword,,FALSE
исчний,звілймення,nonword,nonword,nonword,,FALSE
цигілля,вигахнути,nonword,nonword,nonword,,FALSE
гиперський,скоружувати,nonword,nonword,nonword,,FALSE
чусик,обоврюзок,nonword,nonword,nonword,,FALSE
усхдх,розтворити,nonword,nonword,nonword,,FALSE
кориво,лекцнї,nonword,nonword,nonword,,FALSE
ьцщ,відною,nonword,nonword,nonword,,FALSE
учстка,объеворення,nonword,nonword,nonword,,FALSE
командувпя,величеячий,nonword,nonword,nonword,,FALSE
кауглер,залиісти,nonword,nonword,nonword,,FALSE
попріда,письмексик,nonword,nonword,nonword,,FALSE
інсмертна,гальий,nonword,nonword,nonword,,FALSE
maга,сагут,nonword,nonword,nonword,,FALSE
півмінних,зарут,nonword,nonword,nonword,,FALSE
мільтенер,чеи,nonword,nonword,nonword,,FALSE
увкіність,профстійний,nonword,nonword,nonword,,FALSE
проагент,айлимок,nonword,nonword,nonword,,FALSE
млях,задичати,nonword,nonword,nonword,,FALSE
хворех,интара,nonword,nonword,nonword,,FALSE
лікааля,обіцуговування,nonword,nonword,nonword,,FALSE
пломе,акце,nonword,nonword,nonword,,FALSE
вістра,пожатичний,nonword,nonword,nonword,,FALSE
райром,поантика,nonword,nonword,nonword,,FALSE
тред,опівіяі,nonword,nonword,nonword,,FALSE
коментей,виерим,nonword,nonword,nonword,,FALSE
забуд,тко,nonword,nonword,nonword,,FALSE
сіійник,cвдити,nonword,nonword,nonword,,FALSE
неграфія,орчита,nonword,nonword,nonword,,FALSE
англійськашвова,аварби,nonword,nonword,nonword,,FALSE
моших,дегресує,nonword,nonword,nonword,,FALSE
цемесу,монастзо,nonword,nonword,nonword,,FALSE
лош,полівоення,nonword,nonword,nonword,,FALSE
хоун,універкатет,nonword,nonword,nonword,,FALSE
кампанце,елековика,nonword,nonword,nonword,,FALSE
катній,бездовий,nonword,nonword,nonword,,FALSE
чудодай,булодний,nonword,nonword,nonword,,FALSE
сексмільний,елвлент,nonword,nonword,nonword,,FALSE
пракнька,телерін,nonword,nonword,nonword,,FALSE
консультурія,витротати,nonword,nonword,nonword,,FALSE
митель,піиея,nonword,nonword,nonword,,FALSE
тап,рсо,nonword,nonword,nonword,,FALSE
запитатья,евання,nonword,nonword,nonword,,FALSE
проковтніши,шткум,nonword,nonword,nonword,,FALSE
брланий,симвпу,nonword,nonword,nonword,,FALSE
опцяночі,десяейліття,nonword,nonword,nonword,,FALSE
шкєва,одбстер,nonword,nonword,nonword,,FALSE
плїй,куртац,nonword,nonword,nonword,,FALSE
хіхая,слмна,nonword,nonword,nonword,,FALSE
зайнволення,мaект,nonword,nonword,nonword,,FALSE
благорівний,тородження,nonword,nonword,nonword,,FALSE
ірна,коимерт,nonword,nonword,nonword,,FALSE
раждта,жилий,nonword,nonword,nonword,,FALSE
недвигаемся,сидіра,nonword,nonword,nonword,,FALSE
зосерештувати,клеива,nonword,nonword,nonword,,FALSE
компосмент,рухоа,nonword,nonword,nonword,,FALSE
заслововувати,осялистість,nonword,nonword,nonword,,FALSE
полінька,стших,nonword,nonword,nonword,,FALSE
почевитися,нещавія,nonword,nonword,nonword,,FALSE
доневі,витад,nonword,nonword,nonword,,FALSE
клвк,радян,nonword,nonword,nonword,,FALSE
ваюснгтон,манізалювати,nonword,nonword,nonword,,FALSE
убивін,ризикант,nonword,nonword,nonword,,FALSE
анатомди,руетик,nonword,nonword,nonword,,FALSE
блігоднїність,міжня,nonword,nonword,nonword,,FALSE
втортоний,теорди,nonword,nonword,nonword,,FALSE
кржолий,смиртя,nonword,nonword,nonword,,FALSE
технутогія,роззван,nonword,nonword,nonword,,FALSE
слугник,легоенант,nonword,nonword,nonword,,FALSE
страціий,адот,nonword,nonword,nonword,,FALSE
яб,ресуння,nonword,nonword,nonword,,FALSE
пайтр,неукдавно,nonword,nonword,nonword,,FALSE
тюврн,трулиційний,nonword,nonword,nonword,,FALSE
тремер,жорстолпсть,nonword,nonword,nonword,,FALSE
верекань,циублізація,nonword,nonword,nonword,,FALSE
ерел,затонник,nonword,nonword,nonword,,FALSE
кргіна,сильку,nonword,nonword,nonword,,FALSE
герочка,злсто,nonword,nonword,nonword,,FALSE
ушкор,роздавивати,nonword,nonword,nonword,,FALSE
собазо,навмиску,nonword,nonword,nonword,,FALSE
подсорвативний,повеахатися,nonword,nonword,nonword,,FALSE
дохна,дочнор,nonword,nonword,nonword,,FALSE
ростта,помириовий,nonword,nonword,nonword,,FALSE
кандидеш,монастзо,nonword,nonword,nonword,,FALSE
антихшт,мінінор,nonword,nonword,nonword,,FALSE
тунепр,сигати,nonword,nonword,nonword,,FALSE
фліційно,кражка,nonword,nonword,nonword,,FALSE
рознесення,моловнк,nonword,nonword,nonword,,FALSE
кечка,метанувий,nonword,nonword,nonword,,FALSE
фусу,сигналграція,nonword,nonword,nonword,,FALSE
прнсий,вчена,nonword,nonword,nonword,,FALSE
зачен,млинтар,nonword,nonword,nonword,,FALSE
випроти,почнійний,nonword,nonword,nonword,,FALSE
стобрення,загаррм,nonword,nonword,nonword,,FALSE
інтерной,таблочка,nonword,nonword,nonword,,FALSE
арнератор,тивністю,nonword,nonword,nonword,,FALSE
докопність,нормалский,nonword,nonword,nonword,,FALSE
відткнень,півмовний,nonword,nonword,nonword,,FALSE
піито,бртаун,nonword,nonword,nonword,,FALSE
клгвина,посправедливість,nonword,nonword,nonword,,FALSE
паножирський,ящмека,nonword,nonword,nonword,,FALSE
девий,ишнь,nonword,nonword,nonword,,FALSE
підздоровий,стратервя,nonword,nonword,nonword,,FALSE
горбувати,реалектичний,nonword,nonword,nonword,,FALSE
хапара,полутця,nonword,nonword,nonword,,FALSE
челити,рем,nonword,nonword,nonword,,FALSE
