item,word_english,definition_phrase,aoa_M,RT_M,RT_SD,item_Z,,,,,,,
791,prints,fingerprints,5.185185185,3470.870741,2454.334018,0.356775512,,,,,,,
792,private,belonging to a particular person,5.137931034,4005.491034,3884.96522,0.421357476,,,,,,,
792,private,personal/intimate,4.551724138,3228.447241,1847.783233,-0.034810334,,,,,,,
792,private,secluded,4.5,4332.893846,2421.471908,-0.158036037,,,,,,,
792,private,lowest enlisted soldier,4.25,3222.7475,1963.45434,-0.224528686,,,,,,,
793,pro,in favor of something,5.172413793,6175.665862,6391.448407,0.444845946,,,,,,,
793,pro,opposite of con,5.24137931,3265.263448,2041.530605,0.370417758,,,,,,,
793,pro,short for professional,4.5,4212.35069,2701.48616,-0.166647712,,,,,,,
794,problem,question involving uncertainty,5.148148148,3460.27,1899.010384,0.126983517,,,,,,,
794,problem,mathematical statement,5.535714286,4252.483214,1790.722515,0.654180608,,,,,,,
795,procedure,particular course of action,4.482758621,3278.406897,2126.334248,-0.08185427,,,,,,,
795,procedure,medical surgery,5,3952.956552,2251.116059,0.330302976,,,,,,,
796,produce,to bring into existence,5,3340.974286,2094.726301,0.321349973,,,,,,,
796,produce,to yield something,5.740740741,5779.833214,4859.763103,0.698885735,,,,,,,
796,produce,offspring of an animal,5.137931034,3779.118966,3126.078366,0.310582091,,,,,,,
796,produce,vegetables and fruits,4.517241379,3923.418621,2896.329523,-0.197001799,,,,,,,
797,production,manufacturing something,5.310344828,4808.04931,4539.739459,0.490866634,,,,,,,
797,production,a theatrical play,5.107142857,4100.168571,3401.020179,0.367271111,,,,,,,
797,production,unnecessarily complicated situation,4.333333333,3607.641852,2415.68016,-0.282030142,,,,,,,
798,professional,an occupation requiring specific training,4.931034483,3881.400345,3212.870217,0.16996924,,,,,,,
798,professional,an expert,5.75862069,3779.983448,2696.101021,0.688709555,,,,,,,
798,professional,acting with a certain demeanor,5.464285714,5330.292857,4843.021301,0.562883806,,,,,,,
799,program,plan of action,4.413793103,3737.991724,3218.01267,-0.213646259,,,,,,,
799,program,radio/TV production,5.392857143,3930.958214,3931.536844,0.521141677,,,,,,,
799,program,list of performers,5.793103448,5651.704138,4223.030836,0.850697956,,,,,,,
799,program,computer sequence of instructions,5.703703704,4539.40963,3043.870964,0.730207916,,,,,,,
799,program,to cause to have automatic responses,5.259259259,5000.233704,3603.077669,0.516797051,,,,,,,
800,project,a specific task,4.892857143,6403.405,12950.50945,0.109730343,,,,,,,
800,project,to protrude,4.428571429,4524.093571,4198.238887,-0.103550626,,,,,,,
800,project,to calculate some future thing,5.071428571,4588.861429,5647.606346,0.260169909,,,,,,,
800,project,to communicate clearly,5.275862069,4041.396897,2793.780658,0.547904047,,,,,,,
800,project,placing one's feelings to others,4.851851852,3031.5825,1412.779958,0.070831018,,,,,,,
801,proper,suitable,5.428571429,2789.980345,1413.689158,0.481186839,,,,,,,
801,proper,minding manners,4.689655172,4209.046552,3057.238924,0.067545328,,,,,,,
801,proper,in the strict sense,4.310344828,4103.807586,2354.398308,-0.235927338,,,,,,,
801,proper,thorough,5.5,2914.964286,1774.680794,0.690400309,,,,,,,
802,prune,dried plum,3.620689655,3595.098621,3148.321636,-0.763118817,,,,,,,
802,prune,to trim branches,4.068965517,3034.873793,1188.583895,-0.370844507,,,,,,,
803,puff,short blast of air,5.482758621,3887.784483,2949.032014,0.613683039,,,,,,,
803,puff,ball of soft material,3.821428571,3710.95,2199.734561,-0.594787734,,,,,,,
803,puff,to smoke something,5.285714286,5036.069286,2867.059242,0.453228792,,,,,,,
804,punch,hit with a fist,4.428571429,2482.034643,1316.797536,-0.129379325,,,,,,,
804,punch,forcefulness,5.607142857,2942.485714,1072.851104,0.596937126,,,,,,,
804,punch,end line of a joke,3.357142857,3118.441429,2098.4644,-0.945165191,,,,,,,
804,punch,mixed juice beverage,6.068965517,3359.318621,1446.364063,0.924873403,,,,,,,
804,punch,to depress a key,5.740740741,3156.338889,1417.97082,0.754006919,,,,,,,
805,pupil,opening in iris of the eye,2.714285714,3650.236786,2604.080113,-1.418952809,,,,,,,
805,pupil,student,6.285714286,2746.619643,1411.294834,1.153207875,,,,,,,
806,purse,woman's handbag,5.038461538,4049.221154,2670.161034,0.169863075,,,,,,,
806,purse,to pucker,5.24137931,3443.063448,1927.969245,0.45558984,,,,,,,
806,purse,sum of prize money,5.206896552,4249.503448,2322.642262,0.3091655,,,,,,,
807,quack,duck's cry,5.75862069,4628.886897,3217.151974,0.784245903,,,,,,,
807,quack,fradulent person,4.678571429,4291.075357,1973.076279,-0.07721884,,,,,,,
808,quality,distincitive characteristic,3.071428571,2658.253571,1446.983886,-1.130408563,,,,,,,
808,quality,superiority,4.678571429,3970.270357,1807.770727,-0.025686894,,,,,,,
808,quality,texture of a tone or color,5.448275862,3684.040345,1419.894094,0.597190452,,,,,,,
808,quality,high social position,4.428571429,3561.038214,1472.199137,-0.281015355,,,,,,,
809,quarter,one of four equivalent parts,5.586206897,5352.672069,5992.578244,0.612366668,,,,,,,
809,quarter,coin,6.571428571,3536.038571,2439.138888,1.268305934,,,,,,,
809,quarter,fifteen minutes,5.75,3454.011071,1990.044013,0.742782197,,,,,,,
809,quarter,one forth of a calendar year,4.857142857,3319.682143,1967.820246,0.184848336,,,,,,,
809,quarter,period in sports matches,3.586206897,3447.977586,2003.497766,-0.772012029,,,,,,,
809,quarter,particular district of a town,6.642857143,3230.958621,2706.324257,1.429568008,,,,,,,
809,quarter,part of a horse's hoof,4.333333333,4123.148519,2053.882647,-0.200656049,,,,,,,
809,quarter,to lodge,3.571428571,3274.582857,1683.417468,-0.75576986,,,,,,,
809,quarter,to cut into four parts,5.482758621,4201.297586,2836.628038,0.5498572,,,,,,,
810,queen,female monarch,4.857142857,3675.766071,2014.470902,0.107928665,,,,,,,
810,queen,male homosexual,4.178571429,3714.384286,2109.341951,-0.233061748,,,,,,,
810,queen,preeminent woman...a movie queen,3.230769231,3908.492593,2159.826662,-0.964714692,,,,,,,
811,quick,immediate,4.689655172,4175.147241,2604.429949,0.097444169,,,,,,,
811,quick,sensitive,4.607142857,4549.837857,2018.239143,-0.006221609,,,,,,,
811,quick,smart,4.965517241,3585.386552,1962.103265,0.255589265,,,,,,,
811,quick,hasty reaction,5.785714286,4947.601071,3519.141216,0.78938999,,,,,,,
812,race,contest of speed,6.482758621,3353.966552,1893.551623,1.300738887,,,,,,,
812,race,group related by common heritage,4.24137931,3782.324483,1794.681205,-0.187778869,,,,,,,
813,rack,framework of bars to hold things,6.357142857,4063.245,5663.120823,1.156988613,,,,,,,
813,rack,pair of antlers,4.444444444,3824.427778,2778.973391,-0.209734558,,,,,,,
813,rack,to distress acutely,3.965517241,3554.695517,1585.903602,-0.371560281,,,,,,,
813,rack,slang for breasts,6.464285714,3088.986786,1363.590408,1.257183311,,,,,,,
814,racket,disturbing loud noice,5.035714286,4416.713571,2481.480451,0.254500351,,,,,,,
814,racket,dishonest business,5.586206897,2822.084828,1658.623023,0.64910553,,,,,,,
814,racket,paddle in tennis,6.034482759,3177.050345,1897.131541,0.970161304,,,,,,,
815,rag,worn piece of cloth,4.24137931,3299.925862,1899.562816,-0.323687909,,,,,,,
815,rag,distasteful magazine,4.884615385,3996.949231,5818.8931,0.128282794,,,,,,,
815,rag,poverty...rags to riches,4.285714286,3772.443214,3493.507956,-0.331111595,,,,,,,
815,rag,to tease,4.642857143,3603.545714,2333.537812,-0.049971756,,,,,,,
815,rag,type of musical composition,4.965517241,4721.504138,1759.746219,0.281174549,,,,,,,
816,rail,horizontal bar,4.307692308,3635.423462,2361.313181,-0.255119376,,,,,,,
816,rail,to travel by train,4.724137931,3484.676552,2011.313439,0.015500129,,,,,,,
817,raise,to elevate,5.206896552,3994.653793,2227.284437,0.381391447,,,,,,,
817,raise,to rouse,4.137931034,3583.38931,2620.086442,-0.24365734,,,,,,,
817,raise,to build,4.461538462,4470.387692,3348.05983,-0.09256506,,,,,,,
817,raise,to grow,3.75,4208.068571,2120.020661,-0.562413397,,,,,,,
817,raise,to rear children,6.034482759,3308.814828,1567.762953,0.877187917,,,,,,,
817,raise,to advance in rank,5.103448276,3707.856207,2091.534664,0.2436192,,,,,,,
817,raise,to increase in amount,5.857142857,2840.897143,1553.335383,0.842532438,,,,,,,
817,raise,when dough rises,4.607142857,3312.423571,3422.940301,-0.009711791,,,,,,,
818,rake,"tool for gathering grass, leaves, etc.",4.5,2723.646786,975.4139343,-0.14737361,,,,,,,
818,rake,to clear a fire,6.25,3333.124643,3046.378978,1.066221678,,,,,,,
818,rake,to collect abundantly,6.214285714,3141.666786,1962.911056,1.065907602,,,,,,,
818,rake,to search,4.034482759,2929.364828,1178.649676,-0.454533203,,,,,,,
819,ram,a male sheep,4.620689655,3941.496552,1644.389198,-0.061011629,,,,,,,
819,ram,to hit forcefully,5.142857143,3794.443929,2392.230009,0.331109894,,,,,,,
819,ram,a piston,4.62962963,3531.359259,1511.647766,-0.045709759,,,,,,,
819,ram,computer memory for running programs,5.034482759,3620.354138,2282.057552,0.240706819,,,,,,,
820,ranch,type of salad dressing,5.655172414,4023.232759,2039.098098,0.568872699,,,,,,,
820,ranch,extensive farm for raising livestock,4.928571429,4196.078929,2634.967039,0.213655159,,,,,,,
820,ranch,style of one-story house,5.034482759,4325.552414,5319.05033,0.279823199,,,,,,,
821,range,area where animals graze,5.714285714,4040.972857,2193.15889,0.691406647,,,,,,,
821,range,difference between high and low,5.689655172,4360.844828,2582.124091,0.723976072,,,,,,,
821,range,distance that a projectile can go,5.24137931,2724.944828,1302.240589,0.437386141,,,,,,,
821,range,chain of mountains,6.275862069,3223.898621,1548.562935,1.213134938,,,,,,,
821,range,to roam,5.888888889,3023.207407,1526.976895,0.834861029,,,,,,,
821,range,cooking stove with top burners,3.75,2852.657143,1433.603859,-0.63781463,,,,,,,
822,rap,to strike with a light blow,3,3105.089643,1925.894001,-1.155045654,,,,,,,
822,rap,type of music,5.464285714,2669.441071,1392.350228,0.592624598,,,,,,,
822,rap,to be blamed for a crime,5.448275862,3385.883448,4224.193337,0.452557523,,,,,,,
823,rash,acting too hastily,4.896551724,4869.011724,4173.822758,0.068816216,,,,,,,
823,rash,irritation on the skin,5.571428571,3144.916429,2068.304589,0.632495976,,,,,,,
824,rat,long-tailed rodent,2.620689655,3052.968276,1791.119677,-1.449007978,,,,,,,
824,rat,an informer,5.333333333,3728.634074,2620.930988,0.472370542,,,,,,,
824,rat,to betray one's group,4.464285714,2839.243929,1471.673424,-0.099686104,,,,,,,
825,rattle,"rapid succession of short, sharp sounds",5.785714286,4181.184828,2322.855905,0.822350564,,,,,,,
825,rattle,to talk rapidly,5.464285714,4452.619643,2130.878774,0.565313746,,,,,,,
825,rattle,baby toy,4.965517241,3350.238621,1647.397174,0.240302005,,,,,,,
825,rattle,to fluster someone,4.857142857,4463.265,5597.776534,0.153477113,,,,,,,
826,ray,narrow beam of light,3.448275862,3517.732069,2020.749271,-0.8344211,,,,,,,
826,ray,stream of particles moving in a line,3.814814815,6552.489259,7385.343314,-0.677332926,,,,,,,
826,ray,system of lines from a point,3.642857143,3559.516786,3164.727747,-0.739341227,,,,,,,
826,ray,type of fish,5.357142857,5014.959643,4340.241203,0.468461359,,,,,,,
817,rays,lightrays or sunrays,3.259259259,4156.645185,3351.096292,-0.983314939,,,,,,,
827,reach,to get to,3.379310345,4008.982759,2481.491749,-0.887142514,,,,,,,
827,reach,to touch with an outstretched hand,3.275862069,4302.486207,2400.121199,-0.974543967,,,,,,,
827,reach,to extend,5.321428571,4074.581071,1652.131512,0.40533499,,,,,,,
827,reach,to establish communication,2.038461538,2692.830385,1335.561948,-1.962387681,,,,,,,
828,read,to look at something in order to understand,4.185185185,3169.278929,2131.556945,-0.434345975,,,,,,,
828,read,to say aloud,3.518518519,3535.9225,1679.491609,-0.696291235,,,,,,,
828,read,to get meaning from words,4.592592593,5297.906296,7408.497127,-0.122319578,,,,,,,
829,read,"to predict (e.g., read your fortune)",5.5,3724.884286,3543.356259,0.49072378,,,,,,,
830,rear,the back of something,5.068965517,3891.474828,2268.224556,0.248830361,,,,,,,
830,rear,the buttocks,4.777777778,4766.127037,4568.61628,0.008071153,,,,,,,
831,reason,basis for something,4.964285714,3894.183214,2760.131744,0.226361824,,,,,,,
831,reason,sound judgment,5,4102.366897,2548.542186,0.180721707,,,,,,,
832,record,"to set down, in writing",4.068965517,4285.903103,2451.478875,-0.345372112,,,,,,,
832,record,list of achievements,5.285714286,3871.969286,3063.65724,0.347249966,,,,,,,
832,record,the highest amount ever attained,4.965517241,4051.76931,2995.232824,0.239501513,,,,,,,
832,record,wins and losses of a sports team,5.24137931,3543.032759,2920.761132,0.438023345,,,,,,,
832,record,disk for reproducing sounds,4.068965517,4630.887931,6324.039348,-0.353034906,,,,,,,
832,record,existing as public knowledge...on the record,6.107142857,2970.582857,1410.988459,1.008950616,,,,,,,
829,red,color,4.75,5188.351071,5105.101328,-0.080620173,,,,,,,
833,reel,cylinder used to wind up something,5.444444444,5807.093214,3508.226966,0.501077155,,,,,,,
833,reel,roll of motion-picture film,5.357142857,3477.680357,2351.149984,0.511280719,,,,,,,
833,reel,to pull in by winding line,4.357142857,4657.914643,6147.330862,-0.249424639,,,,,,,
833,reel,to say quickly,5.24137931,4685.064483,3779.660521,0.482874232,,,,,,,
834,reflect,to cast back from a surface,5.714285714,4288.252759,3859.965951,0.679223105,,,,,,,
834,reflect,to ponder,5.206896552,2840.788276,1801.727253,0.491333209,,,,,,,
834,reflect,to reproduce a particular aspect,5.172413793,4899.876207,4600.88825,0.434680419,,,,,,,
835,reflection,something that is reflected,4.448275862,4452.844138,3410.641976,-0.085942829,,,,,,,
835,reflection,careful mental consideration,6.142857143,3701.85,3119.48346,0.941176134,,,,,,,
835,reflection,a manifestation,4.344827586,4296.282069,3258.268616,-0.176885805,,,,,,,
836,refrain,to abstain from saying/doing something,4.703703704,3972.914815,1867.348233,-0.036221539,,,,,,,
836,refrain,reccuring verse/chorus in a song,5.62962963,4774.165185,2889.437933,0.620103161,,,,,,,
837,refuse,to decline to accept something,4.535714286,3060.235714,1261.448807,-0.067080114,,,,,,,
837,refuse,garbage,4.962962963,4837.845,2908.742839,0.171363097,,,,,,,
838,regular,"usual, customary",5.034482759,3082.643103,1711.155502,0.181545869,,,,,,,
838,regular,recurring at fixed times,6.413793103,4090.255862,3314.410527,1.20869587,,,,,,,
838,regular,absolute...a regular jerk,3.724137931,3245.30069,1783.582834,-0.629776473,,,,,,,
839,relation,family connection,4.724137931,4109.345172,2355.240995,0.100151134,,,,,,,
839,relation,significant association between things,5.571428571,4755.878571,2500.136072,0.624388166,,,,,,,
839,relation,with reference to,5.535714286,3301.960357,1509.455384,0.668648596,,,,,,,
839,relation,to have sexual intercourse,5.571428571,2877.5575,1126.749426,0.690328107,,,,,,,
840,relative,something in relation to something else,4.571428571,4019.537143,1929.960129,-0.083413255,,,,,,,
840,relative,"type of pronoun, adjective or adverb",4.964285714,4126.118929,4258.328317,0.268124252,,,,,,,
840,relative,proportionate,4.75,5102.806071,4649.142043,0.020164981,,,,,,,
840,relative,person in your family,5.428571429,4494.982143,2746.344473,0.538333733,,,,,,,
841,relish,enjoyment of something,4.925925926,2571.955926,1043.085559,0.119148101,,,,,,,
841,relish,condiment of chopped pickled vegetables,5.344827586,4877.321379,3014.369211,0.505711658,,,,,,,
842,reservation,a withholding,5.448275862,5796.712414,4525.49028,0.631102346,,,,,,,
842,reservation,arrangement for accommodations,3.724137931,4402.598966,5145.976378,-0.751741694,,,,,,,
842,reservation,land set apart for a certain purpose,4.535714286,6047.504643,2782.198138,-0.041956373,,,,,,,
843,resort,vacation facilities,3.384615385,5079.246667,5467.136962,-0.919975747,,,,,,,
843,resort,to arrange things again,5.142857143,5061.825,3354.858979,0.324848232,,,,,,,
843,resort,something turned to for relief,4.482758621,3678.127931,1751.321851,-0.218702108,,,,,,,
844,rest,refreshing sleep,4.035714286,4618.534643,3735.956601,-0.562650018,,,,,,,
844,rest,freedom from anything that troubles,6.344827586,4912.71,2764.066442,1.300220186,,,,,,,
844,rest,period of inactivity,5.357142857,3516.361071,1657.646452,0.571535611,,,,,,,
844,rest,musical interval of silence between notes,5.275862069,5306.207586,4554.220091,0.381145224,,,,,,,
844,rest,thing for something to rest on,3.862068966,3257.955172,1807.672776,-0.517361008,,,,,,,
844,rest,part that remains,3.785714286,3924.915357,2327.087055,-0.653425355,,,,,,,
845,retreat,place of refuge,4.655172414,3499.939655,1964.415254,0.040712912,,,,,,,
845,retreat,to treat again,4.962962963,4104.821852,2718.212333,0.213791972,,,,,,,
846,return,to come back,5.37037037,2945.470714,1649.817621,0.383190987,,,,,,,
846,return,to give back to a former owner,4.571428571,5531.835714,5950.785123,0.071854119,,,,,,,
846,return,to make a reply,5.107142857,4054.634643,2277.905994,0.17524786,,,,,,,
846,return,to reciprocate,4,3207.979655,2214.776514,-0.405762169,,,,,,,
847,review,critical evaluation,5.392857143,4668.976071,4322.017344,0.510197071,,,,,,,
847,review,process of going over a subject again,5.275862069,4118.903448,2614.819952,0.544129147,,,,,,,
847,review,general survey of something,5.24137931,5281.908621,4938.747578,0.406005299,,,,,,,
848,rich,having wealth,5.428571429,3998.787586,2935.853145,0.417294068,,,,,,,
848,rich,abounding in natural resources,3.551724138,4184.620345,2024.535782,-0.806966632,,,,,,,
848,rich,strongly flavored or fragrant,5.24137931,3832.204483,2249.812625,0.369890761,,,,,,,
848,rich,"deep, vivid...a rich hue of blue",4.962962963,3397.018889,1923.949998,0.166662994,,,,,,,
848,rich,highly amusing,5.107142857,4698.369643,5026.762683,0.348589559,,,,,,,
849,right,in accordance with what is good,4.862068966,3714.98931,1835.235405,0.147886822,,,,,,,
