word_english,sample_size,set_size,set_size_singles,frequency_KF,concrete_M,homograph,pos,Mean_Connectivity,Connectivity_Strength,Resonance_Probability,Resonance_Strength,Accessibility_Index,Non-Responses,Ending_Stem_Set_Size__,Ending_Stem_Strength,Beginning_Stem_Set_Size,Beginning_Stem_Strength,Ending_Fragment_Cue,Ending_Fragment_Set_size,Ending_Fragment_Strength,Beginning_Fragment_Cue,Beginning_Cue_Set_Size,Beginning_Cue_Strength
mower,152,6,15,0,,,N,2.00,1.950,0.50,1.210,4,0.00,,,,,,,,MO---,22,0.02
much,133,9,19,937,2.38,,AJ,2.57,3.030,0.29,1.090,7,0.01,7,0.13,16,0.00,--CH,8,0.32,,,
muck,152,18,49,1,,,N,1.60,3.460,0.13,1.100,3,0.06,12,0.22,16,0.19,-UCK,7,0.01,,,
mud,197,10,37,32,6.02,,N,1.10,1.560,0.40,1.590,27,0.01,14,0.36,16,0.07,-UD,5,0.48,,,
muffin,95,14,21,1,6.53,,N,1.64,3.540,0.21,1.550,4,0.01,,,16,0.02,,,,,,
mug,127,9,22,1,5.72,N,N,1.75,2.570,0.50,1.100,10,0.00,16,0.21,16,0.08,-UG,9,0.08,,,
mule,127,11,14,4,5.39,,N,1.50,2.420,0.40,1.250,4,0.01,,,12,0.01,,,,,,
multiply,147,11,21,10,3.55,,V,1.45,1.760,0.36,1.370,9,0.01,,,16,0.00,,,,,,
mummy,119,15,28,1,5.38,,N,0.79,1.550,0.07,1.030,2,0.01,,,16,0.01,,,,,,
munch,146,7,19,1,4.08,,V,2.29,3.080,0.29,1.130,3,0.03,8,0.07,16,0.00,--NCH,12,0.05,,,
murder,165,10,27,75,4.68,,N,2.70,2.680,0.30,1.360,28,0.01,,,,,,,,,,
murderer,153,19,50,19,,,N,2.60,2.920,0.07,1.170,4,0.01,,,,,,,,,,
muscle,145,22,50,42,6.00,,N,1.60,2.070,0.50,2.040,34,0.01,6,0.15,16,0.00,,,,,,
museum,147,16,34,32,,,N,0.83,1.770,0.00,1.000,5,0.01,18,0.00,12,0.00,,,,,,
mushroom,132,22,47,2,,,N,0.84,1.550,0.11,1.140,5,0.02,17,0.00,16,0.00,,,,,,
music,148,25,55,216,5.15,,N,2.64,6.340,0.88,4.280,132,0.05,,,12,0.50,,,,,,
musk,148,11,25,0,4.11,,N,1.22,3.100,0.11,1.020,2,0.20,5,0.33,,,-USK,4,0.41,,,
mussel,140,11,20,2,5.48,,N,2.55,3.140,0.09,1.010,1,0.09,,,,,,,,,,
must,149,17,42,1013,2.93,,V,,,,,2,0.07,14,0.18,16,0.04,-UST,7,0.10,,,
mustache,148,9,17,1,5.77,,N,1.56,2.160,0.11,1.310,3,0.03,,,16,0.00,,,,,,
mustard,154,10,20,20,5.64,,N,0.78,1.540,0.44,1.840,6,0.01,,,16,0.01,,,,,,
musty,148,17,44,0,3.76,,AJ,1.87,4.440,0.07,1.040,2,0.14,,,,,--STY,10,0.01,,,
mute,154,10,34,3,,,AJ,2.00,2.830,0.11,1.070,1,0.02,11,0.00,12,0.11,--TE,14,0.02,,,
mutton,150,14,55,8,5.34,,N,,,,,1,0.27,,,,,,,,,,
mystery,139,19,40,39,,,N,1.69,3.210,0.38,2.060,14,0.01,33,0.00,12,0.00,,,,,,
myth,196,19,45,35,3.18,,N,2.94,5.740,0.22,1.120,9,0.03,,,,,,,,,,
mythology,150,14,49,3,,,N,,,,,5,0.05,,,,,,,,,,
nag,148,15,43,0,3.60,T,V,,,,,4,0.01,18,0.26,11,0.39,-AG,10,0.04,,,
nail,156,6,20,6,5.60,T,N,0.33,0.940,0.67,2.120,27,0.01,28,0.00,13,0.02,--IL,17,0.04,,,
nails,130,11,30,14,6.96,,N,0.50,1.730,0.10,1.030,11,0.00,,,12,0.00,,,,,,
naive,139,15,47,7,,,AJ,2.58,5.240,0.33,1.280,8,0.01,15,0.00,,,,,,,,
name,144,20,43,294,3.96,,N,1.22,1.580,0.44,1.910,37,0.12,15,0.01,13,0.04,,,,,,
nap,152,11,21,4,,T,V,1.45,3.550,0.18,1.050,8,0.01,20,0.11,11,0.36,-AP,10,0.05,,,
napkin,149,19,32,3,5.29,,N,2.05,4.650,0.16,1.270,6,0.03,,,11,0.02,,,,,,
narrow,143,12,28,63,3.43,,AJ,1.00,1.800,0.17,1.290,9,0.04,9,0.17,11,0.01,,,,,,
nasty,130,12,35,5,2.63,,AJ,2.58,4.730,0.42,1.240,37,0.03,33,0.00,11,0.02,--STY,10,0.05,,,
nation,165,12,27,139,4.17,,N,2.09,2.660,0.09,1.050,4,0.01,18,0.54,13,0.01,,,,,,
national,146,20,61,375,,,AJ,,,,,3,0.01,,,11,0.01,,,,,,
native,144,15,45,46,4.67,,AJ,,,,,7,0.04,,,13,0.01,,,,,,
natural,149,25,75,156,,,AJ,1.23,2.280,0.14,1.230,6,0.05,,,,,,,,,,
nature,130,19,41,191,,,N,1.68,4.130,0.42,1.120,23,0.00,7,0.00,13,0.01,,,,,,
nausea,154,9,22,3,,,N,,,,,3,0.01,,,11,0.16,,,,,,
nauseous,150,9,20,0,,,AJ,1.57,3.130,0.00,1.000,1,0.02,,,,,,,,,,
navigator,150,13,40,2,,,N,1.69,3.650,0.08,1.010,2,0.00,,,,,,,,,,
navy,138,10,18,37,5.08,,N,2.56,3.420,0.44,1.800,16,0.01,,,13,0.00,,,,,,
near,142,2,11,198,3.29,,AD,1.00,1.140,1.00,1.590,14,0.01,22,0.05,,,-EAR,9,0.02,,,
neat,149,12,34,21,3.10,,AJ,2.36,3.420,0.55,2.100,21,0.05,17,0.03,9,0.03,,,,,,
necessary,146,12,26,222,1.87,,AJ,,,,,7,0.03,,,,,,,,,,
neck,165,19,42,81,5.83,,N,1.61,2.780,0.39,1.620,23,0.01,14,0.14,9,0.45,-E-K,16,0.01,,,
necklace,143,12,27,3,6.12,,N,3.45,3.860,0.82,2.070,12,0.01,,,,,,,,,,
need,147,8,34,360,3.10,G,V,0.71,1.800,0.43,1.370,32,0.04,26,0.13,9,0.43,-EED,7,0.12,,,
needle,165,8,14,15,5.79,,N,2.12,2.170,0.88,2.790,32,0.00,,,9,0.04,,,,,,
needy,148,13,42,6,,,AJ,,,,,2,0.01,,,,,,,,,,
negative,146,10,33,53,,,AJ,0.89,1.240,0.33,1.720,12,0.01,,,9,0.01,,,,,,
neglect,140,12,42,8,,,V,1.73,1.880,0.27,1.090,5,0.04,,,,,,,,,,
negotiation,147,22,53,6,,,N,,,,,1,0.02,,,,,,,,,,
neighbor,150,10,32,14,,,N,,,,,3,0.02,3,0.38,13,0.36,,,,,,
neighborhood,149,21,45,1,,,N,2.00,3.740,0.25,1.370,9,0.03,,,,,,,,,,
nephew,147,11,22,9,6.19,,N,2.36,4.140,0.18,1.700,2,0.01,,,9,0.01,,,,,,
neptune,153,15,31,3,,,N,3.71,5.680,0.21,1.070,3,0.02,,,,,----UNE,4,0.09,,,
nerd,151,11,37,0,,,N,,,,,11,0.01,9,0.24,,,-E-D,21,0.01,,,
nerve,165,24,61,12,4.51,,N,,,,,8,0.01,8,0.13,,,,,,,,
nerves,140,27,60,22,,,N,,,,,7,0.06,,,,,,,,,,
nervous,146,19,49,24,3.30,,AJ,1.28,1.420,0.33,2.020,31,0.05,,,,,,,,,,
nest,138,4,10,20,5.46,G,N,0.00,0.950,0.25,1.060,12,0.00,20,0.08,9,0.06,-EST,8,0.09,,,
net,146,14,34,34,5.46,N,N,1.00,2.020,0.23,1.230,10,0.00,19,0.02,15,0.13,-ET,10,0.02,,,
network,148,12,34,30,,,N,0.80,1.870,0.00,1.000,0,0.01,,,,,,,,,,
neuron,144,16,27,1,4.20,,N,1.38,1.720,0.15,1.210,2,0.13,,,,,,,,,,
neutral,148,21,72,39,,,N,,,,,1,0.01,,,,,,,,,,
neutron,150,11,26,1,,,N,2.36,3.530,0.27,1.840,3,0.04,,,,,,,,,,
never,142,9,34,698,2.49,,AD,1.11,1.500,0.67,2.060,27,0.04,,,9,0.13,--VER,14,0.03,,,
new,149,10,23,1635,3.44,,AJ,1.00,1.790,0.67,2.350,54,0.01,32,0.01,,,-EW,8,0.21,,,
new year,149,18,38,0,,,N,,,,,2,0.04,,,,,,,,,,
new york,149,15,46,1,,,N,,,,,15,0.03,,,,,,,,,,
news,143,20,58,102,5.62,,N,0.38,1.100,0.38,1.660,32,0.03,,,,,,,,,,
newspaper,197,23,44,65,6.56,,N,2.30,3.470,0.55,2.780,37,0.02,,,,,,,,,,
newsstand,154,7,21,1,,,N,1.83,1.790,0.17,1.010,1,0.00,,,,,,,,,,
newton,152,14,36,6,,,N,,,,,4,0.03,,,,,,,,,,
nice,147,14,34,75,2.75,,AJ,2.93,5.080,0.71,2.240,115,0.02,15,0.25,9,0.06,-ICE,5,0.34,NI--,6,0.28
nickel,143,10,17,7,5.84,,N,3.12,3.210,0.50,1.960,6,0.01,,,,,,,,,,
nicotine,139,7,19,1,5.63,,N,1.71,3.190,0.00,1.000,1,0.01,19,0.00,,,,,,,,
niece,152,9,17,8,,,N,2.67,4.040,0.11,1.480,1,0.01,11,0.06,9,0.01,,,,,,
night,156,6,14,411,4.83,G,N,0.50,1.030,0.67,2.290,55,0.00,19,0.02,9,0.33,-IGHT,8,0.10,,,
nightgown,144,16,42,0,6.40,,N,,,,,4,0.03,9,0.00,9,0.01,,,,,,
nightmare,153,10,33,9,,,N,,,,,2,0.02,,,,,,,,,,
nine,152,9,27,81,,,N,,,,,6,0.01,21,0.03,9,0.07,-INE,8,0.04,NI--,6,0.18
nitrogen,151,13,25,12,,,N,,,,,2,0.01,,,,,,,,,,
no,138,9,16,2201,3.14,,AD,0.57,1.130,0.71,2.250,52,0.00,35,0.07,,,,,,,,
noise,156,14,35,37,5.29,,N,2.15,3.750,0.69,2.050,65,0.02,,,,,--ISE,8,0.01,,,
noisy,140,8,29,6,2.93,,AJ,1.00,1.500,0.13,1.190,9,0.00,,,,,,,,,,
nomad,152,18,62,0,,,N,,,,,3,0.11,,,,,,,,,,
none,148,11,24,108,2.84,,P,2.18,2.640,0.46,1.810,43,0.01,16,0.22,8,0.16,-ONE,12,0.09,N0--,8,0.28
nonsense,148,20,51,13,1.90,,N,1.44,3.330,0.06,1.030,6,0.10,,,,,,,,,,
noodles,153,17,32,0,5.75,,N,1.71,3.710,0.36,1.800,7,0.01,,,11,0.16,,,,,,
noon,150,13,25,25,,,N,1.23,3.920,0.31,1.120,5,0.00,22,0.02,,,-OON,6,0.19,NO--,8,0.04
noose,145,12,27,3,5.28,,N,1.17,1.650,0.17,1.060,4,0.08,8,0.04,,,-OOSE,4,0.02,,,
norm,197,26,55,10,2.18,,N,2.91,5.300,0.17,1.060,5,0.03,6,0.08,,,--RM,11,0.06,NO--,8,0.01
normal,144,15,34,136,2.38,,AJ,3.33,5.140,0.60,1.970,19,0.05,,,,,,,,,,
north,180,9,20,206,3.54,,N,0.50,1.110,0.38,1.980,16,0.01,,,,,,,,,,
nose,148,15,33,60,6.26,,N,0.75,1.320,0.58,1.510,49,0.02,22,0.19,,,-OSE,6,0.09,NO--,8,0.25
nosy,153,26,70,0,,,AJ,,,,,4,0.06,,,,,,,,,,
not,150,21,49,4609,2.68,,AD,,,,,26,0.03,8,0.02,,,-OT,9,0.07,,,
note,144,16,32,127,4.36,N,N,1.43,2.280,0.29,1.380,15,0.00,15,0.02,,,,,,NO--,8,0.23
notebook,147,15,24,2,,,N,4.15,6.130,0.23,1.410,6,0.01,,,,,,,,,,
notes,146,17,45,57,6.20,G,N,2.29,3.530,0.18,1.180,12,0.01,,,,,,,,,,
nothing,184,15,35,412,1.88,,N,1.62,3.720,0.69,2.360,37,0.24,,,8,0.19,----ING,55,0.00,NOT----,5,0.41
notice,123,14,44,59,3.85,,N,1.46,2.490,0.15,1.040,12,0.06,,,,,,,,,,
notify,153,12,39,8,2.80,,V,0.91,1.640,0.18,1.030,2,0.04,,,,,,,,,,
notion,148,6,29,40,1.82,,N,0.67,1.510,0.17,1.010,1,0.17,10,0.08,,,-OTION,4,0.10,,,
noun,184,7,17,1,3.93,,N,2.43,2.190,0.57,2.270,10,0.05,9,0.21,,,--UN,4,0.04,NO--,8,0.00
novel,148,7,28,59,5.34,N,N,1.17,2.410,0.50,1.110,16,0.03,3,0.23,,,,,,,,
novice,152,10,39,3,,,N,1.56,1.240,0.33,1.350,5,0.15,,,,,,,,,,
now,144,9,15,1314,3.02,,AD,,,,,44,0.02,11,0.04,,,-OW,11,0.04,,,
nuclear,151,15,35,115,,,AJ,0.69,1.630,0.23,1.120,11,0.01,,,,,,,,,,
nucleus,152,11,26,11,,,N,1.90,2.580,0.40,1.120,5,0.01,,,,,,,,,,
number,148,17,38,472,3.76,G,N,1.31,3.900,0.81,1.950,66,0.02,,,8,0.04,,,,,,
numbers,146,15,47,125,,,N,0.50,1.560,0.25,1.100,19,0.02,,,8,0.00,,,,,,
numerous,148,10,28,47,,,AJ,1.80,3.230,0.10,1.010,2,0.01,,,,,,,,,,
nun,145,15,39,2,6.76,,N,2.00,2.930,0.50,1.960,10,0.02,16,0.04,8,0.01,-UN,7,0.08,,,
nurse,139,10,26,17,5.48,,N,2.11,2.980,0.44,1.490,13,0.01,11,0.09,,,,,,,,
nursery,150,10,20,13,6.45,,N,1.00,1.440,0.10,1.060,2,0.01,,,,,,,,,,
nut,145,14,36,15,,N,N,1.50,1.620,0.67,3.360,17,0.05,15,0.01,8,0.33,,,,,,
nutriment,79,9,16,2,3.40,,N,,,,,0,0.08,,,,,,,,,,
nuts,140,16,24,19,,,N,0.79,1.550,0.14,1.070,9,0.01,,,,,,,,,,
nylon,147,13,43,1,6.16,,N,2.00,2.450,0.18,1.040,2,0.00,,,,,,,,,,
nylons,152,12,37,1,,,N,,,,,3,0.01,,,,,,,,,,
oak,156,9,17,15,5.51,,N,1.33,4.090,0.56,1.180,7,0.00,16,0.04,,,,,,,,
oar,141,5,8,0,5.68,,N,1.80,2.730,0.60,1.170,4,0.02,28,0.00,,,,,,O--,10,0.03
oasis,138,11,34,0,,,N,1.80,2.640,0.20,1.040,2,0.02,9,0.00,,,,,,,,
oath,147,18,40,6,,,N,1.88,3.410,0.24,1.150,6,0.05,,,,,,,,,,
oatmeal,152,24,43,1,5.16,,N,,,,,2,0.01,,,,,,,,,,
oats,150,17,33,7,5.33,,N,2.53,4.700,0.33,1.350,6,0.01,,,,,,,,,,
obey,143,18,41,8,2.65,,V,,,,,8,0.01,,,,,,,,,,
object,148,17,45,65,5.69,W,V,0.76,2.030,0.35,1.460,23,0.02,,,,,,,,,,
objective,154,16,59,91,2.03,,AJ,1.94,2.260,0.19,1.460,6,0.05,,,,,,,,,,
obligation,146,19,52,16,,,N,,,,,4,0.06,18,0.00,,,,,,,,
obnoxious,154,21,60,5,,,AJ,2.21,2.840,0.26,1.210,12,0.03,,,,,,,,,,
oboe,152,14,43,0,,,N,4.62,6.680,0.23,1.060,3,0.15,,,,,,,,,,
obscenity,79,14,44,1,3.03,,N,,,,,0,0.01,,,,,,,,,,
obscure,142,17,73,17,3.16,,AJ,1.67,3.080,0.13,1.030,4,0.18,,,,,,,,,,
observe,132,7,20,25,2.80,G,V,2.00,3.090,0.57,1.110,9,0.02,,,,,,,,,,
obsession,147,16,56,5,1.65,,N,,,,,3,0.05,,,,,,,,,,
obstacle,150,20,56,10,,,N,0.80,1.360,0.20,1.130,6,0.08,,,,,,,,,,
obtain,145,16,28,42,2.88,,V,3.44,4.890,0.25,1.110,6,0.01,,,,,,,,,,
obvious,146,19,64,92,2.04,,AJ,,,,,5,0.08,,,,,,,,,,
occupation,145,6,22,24,3.63,G,N,1.67,2.480,0.33,1.050,3,0.01,,,,,,,,,,
occupied,150,12,34,36,,,V,,,,,1,0.01,,,,,,,,,,
ocean,165,17,36,34,5.63,,N,2.31,4.890,0.69,2.320,72,0.00,10,0.07,,,--EAN,4,0.01,,,
octopus,98,11,24,1,6.69,,N,1.50,3.390,0.20,1.300,2,0.00,,,,,,,,,,
odd,147,7,26,44,2.60,W,AJ,1.71,2.380,0.71,1.890,17,0.00,12,0.01,,,-OD,7,0.02,,,
odds,152,7,26,14,,,N,,,,,1,0.01,,,,,,,,,,
odor,119,6,21,14,5.83,G,N,1.67,3.560,0.83,1.420,24,0.02,,,,,,,,,,
off,145,2,9,639,2.77,G,AD,0.00,0.920,0.50,1.880,30,0.03,6,0.03,,,,,,O--,10,0.06
offend,180,20,60,4,3.17,,V,2.28,3.780,0.11,1.060,2,0.05,,,,,,,,,,
offense,152,7,25,8,2.63,G,N,0.57,1.020,0.14,1.300,4,0.02,,,,,---ENSE,5,0.03,,,
office,144,18,49,255,5.65,,N,2.00,2.680,0.44,1.250,33,0.04,,,,,,,,,,
officer,148,13,38,101,6.32,,N,1.92,3.470,0.15,1.080,19,0.01,,,,,,,,,,
official,146,20,66,75,,,AJ,1.65,3.530,0.15,1.090,7,0.06,,,,,,,,,,
often,143,18,34,368,,,AD,2.06,4.340,0.31,1.870,10,0.01,12,0.00,,,,,,,,
oil,148,17,36,93,5.60,,N,1.20,2.960,0.60,2.360,39,0.03,,,,,,,,O--,10,0.06
ointment,154,20,52,3,,,N,,,,,0,0.05,,,,,,,,,,
okay,130,13,36,20,2.41,,N,,,,,18,0.03,26,0.01,,,,,,,,
old,148,9,24,660,3.41,,AJ,0.38,1.060,0.75,3.770,112,0.01,11,0.01,,,,,,O--,10,0.12
oligarchy,151,14,41,0,,,N,1.25,2.650,0.08,1.030,1,0.46,,,,,,,,,,
olive,148,17,32,5,6.14,,N,1.81,3.610,0.06,1.010,1,0.00,,,,,,,,,,
olympics,150,20,50,2,,,N,,,,,12,0.02,,,,,,,,,,
omelet,140,4,6,3,6.26,,N,0.75,1.080,0.00,1.030,3,0.01,,,,,,,,,,
on,148,5,9,6742,2.55,G,PP,0.60,1.450,0.60,2.000,16,0.02,,,,,,,,,,
once,147,12,24,499,3.11,,AD,1.00,1.860,0.11,1.260,7,0.02,,,,,,,,,,
one,148,6,13,3292,3.72,G,AJ,0.80,1.180,0.80,1.730,63,0.01,16,0.02,,,,,,O--,10,0.24
onion,148,15,43,15,6.16,,N,1.60,3.780,0.07,1.080,9,0.02,,,,,,,,,,
oodles,154,9,17,0,,,N,,,,,1,0.03,,,,,,,,,,
open,148,5,24,319,3.72,G,AJ,1.60,1.920,1.00,1.780,70,0.01,,,,,--EN,11,0.03,,,
opener,151,4,16,6,,,N,0.25,0.970,0.50,1.070,4,0.00,,,,,---NER,12,0.03,,,
opening,140,13,31,34,,,N,0.42,1.140,0.33,1.550,10,0.01,,,,,,,,,,
opera,144,16,40,47,,,N,2.29,3.770,0.21,1.310,8,0.00,,,,,,,,,,
operate,146,19,45,48,3.33,,V,1.61,2.900,0.11,1.130,3,0.01,,,,,,,,,,
operation,148,15,51,113,5.10,T,N,2.71,4.250,0.14,1.260,8,0.04,,,,,,,,,,
operator,148,13,31,49,,,N,0.45,2.170,0.09,1.020,2,0.01,,,,,,,,,,
opinion,198,23,59,96,2.29,,N,1.41,3.330,0.27,1.370,29,0.03,,,,,,,,,,
opium,79,8,23,16,5.42,,N,,,,,0,0.04,,,,,,,,,,
opponent,150,19,35,13,4.30,,N,,,,,4,0.03,,,,,,,,,,
opportunity,140,16,44,121,2.63,,N,0.73,1.610,0.20,1.180,7,0.10,,,,,,,,,,
opposite,146,19,34,81,2.95,,AJ,,,,,15,0.03,,,,,,,,,,
optimistic,149,14,48,15,,,AJ,,,,,3,0.05,,,,,,,,,,
option,148,8,35,5,2.58,,N,1.50,1.850,0.38,1.090,7,0.03,,,,,,,,,,
orange,98,14,27,23,5.74,,N,2.15,2.900,0.69,3.300,39,0.01,,,,,,,,,,
orange juice,149,20,47,0,,,N,,,,,4,0.01,,,,,,,,,,
orchard,165,10,22,3,5.78,,N,2.70,3.650,0.10,1.050,1,0.00,,,,,,,,,,
orchestra,97,7,21,60,5.79,,N,2.14,2.540,0.43,1.620,8,0.02,,,,,,,,,,
orchid,126,7,20,3,5.86,,N,1.14,1.340,0.00,1.000,0,0.01,,,,,,,,,,
order,135,22,60,376,3.37,N,N,1.05,2.620,0.42,1.430,35,0.04,8,0.06,,,,,,,,
orderly,148,11,51,20,3.84,P,AJ,,,,,0,0.03,,,,,,,,,,
ordinary,147,15,37,72,,,AJ,3.58,3.610,0.33,1.200,10,0.00,8,0.00,,,,,,,,
ore,138,8,16,3,5.98,,N,1.57,1.420,0.14,1.040,2,0.32,28,0.00,,,--E,24,0.00,O--,10,0.05
oregano,152,13,25,0,5.39,,N,2.75,3.880,0.08,1.020,3,0.05,,,,,,,,,,
organ,142,12,25,26,5.81,N,N,1.45,2.430,0.55,1.310,15,0.01,4,0.06,,,,,,,,
organization,147,18,50,127,,,N,1.76,3.120,0.12,1.060,7,0.04,18,0.00,,,,,,,,
organize,145,23,62,14,3.15,,V,2.00,4.440,0.26,1.200,14,0.02,,,,,,,,,,
orgy,79,4,16,1,5.23,,N,,,,,0,0.06,,,,,,,,,,
orient,150,19,52,4,,G,N,,,,,2,0.05,,,,,--IENT,2,0.27,,,
original,140,18,43,100,,,AJ,1.18,4.600,0.18,1.140,13,0.00,,,,,,,,,,
originate,180,14,43,6,2.81,,V,1.58,2.430,0.00,1.000,1,0.02,,,,,,,,,,
ornament,148,9,15,4,5.69,,N,,,,,2,0.01,,,,,,,,,,
orthodontist,148,6,15,9,6.57,,N,1.67,2.580,0.17,1.050,1,0.01,,,,,,,,,,
other,132,18,50,1702,2.71,,AJ,,,,,9,0.10,,,,,,,,,,
otter,150,14,40,5,,,N,2.31,4.010,0.15,1.050,3,0.07,,,,,,,,,,
ouch,142,7,15,0,3.23,,I,2.20,2.760,1.00,1.180,22,0.09,,,,,--CH,8,0.17,,,
ounce,163,13,25,3,4.98,,N,1.42,2.480,0.33,1.180,6,0.02,6,0.03,,,,,,,,
out,148,6,19,2096,2.40,G,AD,0.20,1.020,0.40,2.010,84,0.01,19,0.02,,,,,,O--,10,0.25
out fox,180,15,45,0,3.14,,V,,,,,0,0.06,,,,,,,,,,
outcome,145,13,31,26,2.80,,N,1.33,3.250,0.08,1.070,5,0.03,,,,,,,,,,
outdoors,152,21,48,6,,,AJ,1.32,2.860,0.16,1.650,5,0.00,,,,,,,,,,
outfit,151,12,42,16,,,N,3.00,3.350,0.18,1.050,3,0.00,,,,,,,,,,
outgoing,147,27,60,8,,,AJ,,,,,11,0.02,25,0.00,,,,,,,,
outlaw,140,20,43,2,4.29,,N,2.85,4.760,0.10,1.140,4,0.04,,,,,,,,,,
outlet,152,12,42,9,,,N,1.33,2.090,0.25,1.560,6,0.02,,,,,,,,,,
outline,147,26,66,12,4.08,,N,2.29,5.290,0.08,1.050,8,0.01,,,,,,,,,,
outrageous,150,20,70,2,,,AJ,,,,,5,0.06,,,,,,,,,,
outside,153,14,35,210,,,N,1.14,2.070,0.29,1.650,20,0.01,,,,,,,,,,
outstanding,132,19,47,37,,,AJ,3.37,5.630,0.21,1.110,6,0.00,25,0.00,,,,,,,,
oval,184,10,25,8,4.03,,AJ,1.33,3.140,0.11,1.010,1,0.02,,,,,-VAL,1,0.61,,,
oven,165,9,14,7,5.45,,N,1.78,2.700,0.56,1.690,15,0.01,,,,,-VEN,2,0.48,,,
over,142,11,30,1236,2.80,,PP,0.64,1.850,0.46,1.670,38,0.01,,,,,,,,OV--,4,0.30
overcome,147,23,77,26,,,V,2.27,3.910,0.18,1.170,6,0.04,,,,,,,,,,
overflow,147,21,56,2,3.85,,V,1.53,3.530,0.12,1.040,2,0.02,,,,,,,,,,
overpower,153,16,84,1,,,V,1.08,1.840,0.08,1.060,1,0.07,,,,,,,,,,
overview,150,24,64,0,,,N,,,,,1,0.01,,,,,,,,,,
overwhelm,151,27,78,1,,,V,,,,,1,0.03,,,,,,,,,,
owe,148,9,19,10,2.92,,N,2.62,3.860,0.50,1.510,10,0.03,35,0.00,,,,,,OW-,3,0.15
owl,148,9,25,2,6.09,,N,0.62,1.510,0.25,1.600,4,0.00,14,0.03,,,,,,O--,10,0.08
own,180,16,41,772,3.05,,AJ,1.94,4.000,0.50,1.850,17,0.06,26,0.03,,,,,,OW-,3,0.05
owner,145,23,62,33,5.90,,N,2.38,5.380,0.19,1.400,10,0.06,,,,,,,,,,
ox,148,14,47,5,6.55,,N,1.62,2.480,0.08,1.020,3,0.09,,,,,,,,,,
oxygen,143,11,16,43,5.43,,N,2.09,3.030,0.55,1.670,11,0.00,,,,,,,,,,
oyster,156,14,33,6,5.69,,N,1.33,1.790,0.50,1.450,9,0.02,,,,,,,,,,
ozone,147,17,31,3,,,N,1.59,2.570,0.24,1.240,6,0.01,,,,,,,,,,
pack,148,23,46,25,4.98,N,N,1.73,3.890,0.14,1.070,11,0.03,25,0.07,18,0.19,-ACK,8,0.12,PA--,18,0.06
package,142,19,38,20,5.90,,N,1.72,3.570,0.22,1.490,7,0.03,,,18,0.01,,,,,,
pad,148,13,31,8,5.85,,N,1.62,3.980,0.15,1.080,13,0.03,15,0.10,18,0.01,-AD,8,0.05,,,
padding,153,16,49,3,,,N,1.33,1.970,0.00,1.000,0,0.04,,,,,,,,,,
paddle,148,14,34,1,5.98,,N,2.08,3.890,0.33,1.220,6,0.05,4,0.29,18,0.00,,,,,,
paddy,152,17,43,1,,,N,0.69,1.150,0.08,1.030,1,0.09,5,0.03,,,,,,,,
page,146,10,28,66,5.85,N,N,1.20,3.020,0.20,1.050,11,0.02,9,0.33,,,-AGE,5,0.27,PA--,19,0.02
pail,156,7,22,4,5.27,,N,0.86,1.340,0.29,1.260,6,0.01,28,0.10,,,-AIL,11,0.19,PA--,19,0.07
pain,156,13,35,88,4.22,,N,0.92,1.820,0.50,3.540,158,0.06,38,0.40,,,--IN,12,0.12,PA--,19,0.37
paint,165,16,36,37,5.73,,N,1.62,2.750,0.56,1.640,40,0.00,6,0.57,,,-AINT,4,0.48,PA---,8,0.06
painter,152,23,39,21,6.59,,N,1.94,3.640,0.22,1.480,5,0.02,,,,,,,,,,
painting,147,18,33,59,6.18,,N,3.00,5.870,0.53,1.690,16,0.01,,,,,,,,,,
pair,149,9,24,50,3.73,,N,1.22,2.480,0.22,1.110,3,0.01,25,0.07,,,-AIR,4,0.07,PA--,19,0.04
pajamas,156,15,29,3,6.16,,N,,,,,6,0.01,,,,,,,,,,
pal,145,4,12,2,5.43,,N,1.00,2.230,0.50,1.290,5,0.00,,,18,0.03,,,,P--,16,0.01
palace,128,14,40,38,5.71,,N,2.14,5.600,0.14,1.060,3,0.04,,,,,,,,,,
pale,149,12,36,58,,,AJ,1.45,2.270,0.18,1.100,4,0.01,28,0.21,,,,,,PA--,19,0.09
palm,126,8,21,22,5.85,P,N,0.25,1.520,0.13,1.010,6,0.02,,,,,,,,PA--,19,0.02
pan,148,13,27,16,5.74,,N,1.58,2.530,0.33,1.880,15,0.03,14,0.18,18,0.02,-AN,9,0.30,,,
pancakes,127,10,25,0,6.56,,N,1.75,2.400,0.38,1.760,11,0.02,,,,,,,,,,
pane,138,3,12,3,4.95,,N,0.67,1.290,0.33,1.180,2,0.04,38,0.03,,,,,,PA--,19,0.02
panel,148,17,50,31,,N,N,,,,,5,0.02,3,0.39,,,---EL,17,0.01,,,
panic,147,22,60,22,2.18,,N,2.53,3.210,0.11,1.040,5,0.03,,,,,,,,PA---,8,0.02
panther,197,14,27,1,6.83,,N,2.10,3.210,0.30,1.110,4,0.01,,,,,,,,,,
pants,184,22,41,9,6.15,,N,2.86,4.540,0.52,3.660,31,0.02,10,0.71,,,-ANTS,8,0.14,,,
pantyhose,147,18,42,0,,,N,2.00,2.240,0.21,1.230,4,0.00,,,,,,,,,,
paper,180,15,36,157,5.96,,N,1.07,3.400,0.64,1.960,163,0.01,,,,,--PER,4,0.36,,,
